order_id,order_date,customer_id,region,state,segment,category,product,sales_channel,payment_method,quantity,unit_price,discount,gross_sales,discount_amount,sales,cost,profit,profit_margin,shipping_cost,delivery_days,customer_rating
ORD00542,2023-12-30,CUST0849,West,Gujarat,Consumer,Office Supplies,Pens,Online,Debit Card,6,268.1,0.0,1608.6,0.0,1608.6,982.92,625.68,0.389,50.72,3,4.1
ORD00543,2025-07-24,CUST0796,West,Maharashtra,Corporate,Furniture,Sofa,Store,Credit Card,7,1134.83,,7943.81,1588.76,6355.05,3557.0,2798.05,0.4403,249.67,7,3.9
ORD00544,2024-10-17,CUST0832,East,Jharkhand,Corporate,Home Appliances,Coffee Maker,Online,UPI,1,632.19,,632.19,0.0,632.19,364.07,268.12,0.4241,193.33,1,3.2
ORD00545,2024-01-31,CUST0607,North,Delhi,Small Business,Electronics,Headphones,Online,UPI,9,1371.88,0.05,12346.92,617.35,11729.57,7347.99,4381.58,0.3736,177.54,4,4.5
ORD00546,2023-11-07,CUST0072,South,Karnataka,Small Business,Electronics,Tablet,Store,Credit Card,2,971.58,0.1,1943.16,194.32,1748.84,1126.34,622.51,0.356,172.68,9,4.2
ORD00547,2025-11-18,CUST0622,North,Delhi,Small Business,Home Appliances,Microwave,Partner,Cash,4,853.05,0.1,3412.2,341.22,3070.98,2380.94,690.04,0.2247,101.19,8,4.4
ORD00548,2023-04-02,CUST0946,Central,Chhattisgarh,Corporate,Electronics,Laptop,Store,Credit Card,3,119.63,0.05,358.89,17.94,340.95,212.38,128.56,0.3771,282.51,3,4.0
ORD00549,2024-07-08,CUST0282,North,Uttar Pradesh,Small Business,Home Appliances,Vacuum Cleaner,Online,Debit Card,3,1099.66,0.1,3298.98,329.9,2969.08,1658.24,1310.84,0.4415,84.89,8,4.3
ORD00550,2022-07-11,CUST0424,North,Delhi,Small Business,Electronics,Headphones,Online,Credit Card,5,1033.77,0.0,5168.85,0.0,5168.85,3932.45,1236.4,0.2392,207.23,6,3.3
ORD00551,2024-01-09,CUST0878,Central,Madhya Pradesh,Consumer,Office Supplies,File Folder,Online,UPI,7,965.51,0.1,6758.57,675.86,6082.71,4772.54,1310.17,0.2154,90.87,10,3.7
ORD00552,2025-01-27,CUST0439,Central,Chhattisgarh,Consumer,Electronics,Smartphone,Online,Debit Card,7,412.85,0.1,2889.95,289.0,2600.96,1776.25,824.7,0.3171,297.09,3,4.4
ORD00553,2024-09-04,CUST0624,West,Gujarat,Consumer,Clothing,Jeans,Online,UPI,7,1420.91,0.15,9946.37,1491.96,8454.41,5300.33,3154.09,0.3731,275.27,9,3.7
ORD00554,2024-10-05,CUST0159,North,Uttar Pradesh,Consumer,Home Appliances,Vacuum Cleaner,Online,Credit Card,3,492.66,0.1,1477.98,147.8,1330.18,1008.91,321.27,0.2415,94.08,10,4.8
ORD00555,2022-04-06,CUST0723,North,Punjab,Consumer,Electronics,Headphones,Partner,Credit Card,9,241.06,0.1,2169.54,216.95,1952.59,1078.61,873.97,0.4476,296.49,7,4.9
ORD00556,2023-10-25,CUST0894,South,Telangana,Consumer,Home Appliances,Blender,Store,Net Banking,6,1480.99,0.1,8885.94,888.59,7997.35,6393.78,1603.57,0.2005,195.27,8,4.2
ORD00557,2025-04-28,CUST0251,North,Haryana,Corporate,Clothing,Jacket,Store,UPI,10,1123.18,0.0,11231.8,0.0,11231.8,8802.29,2429.51,0.2163,224.0,10,4.0
ORD00558,2022-02-06,CUST0327,North,Punjab,Consumer,Electronics,Monitor,Partner,Debit Card,8,630.96,0.0,5047.68,0.0,5047.68,3518.76,1528.92,0.3029,99.22,2,5.0
ORD00559,2025-10-24,CUST0625,East,Bihar,Consumer,Electronics,Headphones,Online,Credit Card,1,1404.84,0.15,1404.84,210.73,1194.11,746.26,447.86,0.3751,80.47,3,2.5
ORD00560,2022-10-06,CUST0517,Central,Madhya Pradesh,Corporate,Clothing,Jeans,Online,Net Banking,4,150.31,0.05,601.24,30.06,571.18,319.21,251.96,0.4411,260.26,7,4.2
ORD00561,2022-08-05,CUST0653,South,Telangana,Small Business,Clothing,Jeans,Store,Credit Card,7,145.18,0.15,1016.26,152.44,863.82,708.29,155.53,0.18,97.05,2,4.6
ORD00562,2024-05-16,CUST0914,West,Rajasthan,Small Business,Clothing,Jeans,Partner,Cash,9,1028.44,0.0,9255.96,0.0,9255.96,6995.28,2260.68,0.2442,276.91,6,3.0
ORD00563,2024-05-22,CUST0338,West,Rajasthan,Corporate,Home Appliances,Microwave,Store,UPI,3,279.29,0.15,837.87,125.68,712.19,456.84,255.35,0.3585,122.66,7,3.5
ORD00564,2025-07-20,CUST0755,South,Tamil Nadu,Consumer,Clothing,Jeans,Online,Debit Card,6,1376.95,0.25,8261.7,2065.43,6196.28,3440.19,2756.08,0.4448,22.56,6,4.6
ORD00565,2022-03-03,CUST0631,West,Goa,Consumer,Home Appliances,Coffee Maker,Store,UPI,8,1262.93,0.05,10103.44,505.17,9598.27,6935.79,2662.48,0.2774,185.81,5,3.9
ORD00566,2023-08-19,CUST0818,South,Tamil Nadu,Consumer,Office Supplies,Notebook,Online,Net Banking,3,469.96,0.1,1409.88,140.99,1268.89,1036.0,232.89,0.1835,119.02,9,4.3
ORD00567,2023-12-30,CUST0640,North,Uttar Pradesh,Consumer,Electronics,Laptop,Online,Debit Card,6,1334.93,0.1,8009.58,800.96,7208.62,5340.94,1867.68,0.2591,293.27,3,2.8
ORD00568,2025-09-27,CUST0084,West,Maharashtra,Consumer,Electronics,Laptop,Online,Debit Card,9,78.69,0.2,708.21,141.64,566.57,324.42,242.15,0.4274,128.28,5,3.1
ORD00569,2023-02-01,CUST0756,North,Uttar Pradesh,Small Business,Furniture,Office Chair,Partner,Debit Card,9,829.73,0.0,7467.57,0.0,7467.57,4918.25,2549.32,0.3414,108.05,5,3.7
ORD00570,2023-11-30,CUST0113,Central,Madhya Pradesh,Consumer,Office Supplies,Pens,Online,Cash,6,1404.31,0.15,8425.86,1263.88,7161.98,4150.22,3011.76,0.4205,178.59,8,4.7
ORD00571,2024-11-08,CUST0983,North,Delhi,Consumer,Clothing,Backpack,Partner,UPI,5,1285.24,0.15,6426.2,963.93,5462.27,4349.51,1112.76,0.2037,224.37,8,4.4
ORD00572,2022-06-26,CUST0676,East,Jharkhand,Consumer,Clothing,Shoes,Online,Credit Card,1,543.77,0.05,543.77,27.19,516.58,330.21,186.38,0.3608,290.62,1,3.4
ORD00573,2023-01-31,CUST0369,South,Andhra Pradesh,Corporate,Office Supplies,Printer Paper,Online,Credit Card,3,286.56,0.05,859.68,42.98,816.7,610.9,205.8,0.252,39.49,6,3.5
ORD00574,2023-03-21,CUST0627,North,Uttar Pradesh,Consumer,Clothing,T-Shirt,Partner,Credit Card,3,327.65,0.05,982.95,49.15,933.8,534.94,398.86,0.4271,137.46,6,4.4
ORD00575,2025-06-10,CUST0104,North,Haryana,Consumer,Furniture,Sofa,Online,Debit Card,4,779.04,0.15,3116.16,467.42,2648.74,1548.64,1100.09,0.4153,205.83,10,4.1
ORD00576,2022-03-17,CUST0180,West,Maharashtra,Consumer,Home Appliances,Vacuum Cleaner,Store,Credit Card,5,901.21,,4506.05,0.0,4506.05,3305.01,1201.04,0.2665,21.39,2,4.2
ORD00577,2022-09-22,CUST0289,West,Rajasthan,Consumer,Electronics,Headphones,Online,UPI,8,63.73,0.1,509.84,50.98,458.86,356.87,101.99,0.2223,156.93,5,3.7
ORD00578,2023-03-31,CUST0448,West,Gujarat,Consumer,Office Supplies,Notebook,Store,Credit Card,9,629.12,0.05,5662.08,283.1,5378.98,3251.01,2127.97,0.3956,245.83,6,3.7
ORD00579,2023-12-19,CUST0967,East,Jharkhand,Consumer,Electronics,Tablet,Online,Debit Card,7,1248.12,0.05,8736.84,436.84,8300.0,5502.49,2797.51,0.337,34.24,3,4.0
ORD00580,2024-01-05,CUST0232,West,Maharashtra,Consumer,Home Appliances,Air Cooler,Online,UPI,10,674.83,0.1,6748.3,674.83,6073.47,4356.15,1717.32,0.2828,115.35,1,3.5
ORD00581,2025-11-08,CUST0325,West,Maharashtra,Corporate,Office Supplies,Notebook,Store,Debit Card,6,266.23,0.2,1597.38,319.48,1277.9,977.59,300.31,0.235,132.26,9,3.5
ORD00582,2024-04-30,CUST0352,West,Maharashtra,Corporate,Home Appliances,Microwave,Online,Credit Card,3,1432.97,0.1,4298.91,429.89,3869.02,2784.2,1084.82,0.2804,220.56,2,2.9
ORD00583,2025-10-22,CUST0969,East,West Bengal,Corporate,Clothing,Jeans,Online,Credit Card,9,410.42,0.15,3693.78,554.07,3139.71,1807.74,1331.98,0.4242,102.8,4,3.7
ORD00584,2022-05-24,CUST0670,West,Maharashtra,Consumer,Clothing,Jeans,Store,Credit Card,10,1200.67,0.1,12006.7,1200.67,10806.03,7527.06,3278.97,0.3034,88.95,9,3.3
ORD00585,2024-06-03,CUST0608,West,Goa,Consumer,Clothing,Backpack,Online,Net Banking,1,302.78,0.15,302.78,45.42,257.36,203.02,54.34,0.2112,52.34,9,3.6
ORD00586,2024-12-28,CUST0231,South,Andhra Pradesh,Consumer,Home Appliances,Blender,Online,UPI,9,643.41,0.1,5790.69,579.07,5211.62,4087.82,1123.8,0.2156,298.85,8,3.9
ORD00587,2025-01-27,CUST0324,West,Gujarat,Consumer,Home Appliances,Coffee Maker,Store,Credit Card,3,743.28,0.2,2229.84,445.97,1783.87,1262.9,520.97,0.292,152.07,4,4.5
ORD00588,2023-01-31,CUST0985,East,Odisha,Consumer,Home Appliances,Vacuum Cleaner,Partner,Debit Card,9,758.44,0.1,6825.96,682.6,6143.36,5030.42,1112.94,0.1812,33.5,1,3.8
ORD00589,2024-11-14,CUST0790,North,Haryana,Consumer,Electronics,Monitor,Online,Debit Card,10,781.96,0.1,7819.6,781.96,7037.64,4070.45,2967.19,0.4216,41.43,7,4.0
ORD00590,2024-08-05,CUST0827,North,Delhi,Corporate,Home Appliances,Blender,Store,UPI,1,349.05,0.1,349.05,34.9,314.14,213.37,100.77,0.3208,55.83,2,3.8
ORD00591,2024-06-09,CUST0264,South,Tamil Nadu,Small Business,Clothing,Jacket,Store,UPI,8,781.13,0.05,6249.04,312.45,5936.59,4507.55,1429.04,0.2407,79.29,8,4.1
ORD00592,2025-03-20,CUST0450,East,Bihar,Corporate,Furniture,Sofa,Online,UPI,6,730.34,0.05,4382.04,219.1,4162.94,2448.14,1714.8,0.4119,227.32,10,3.9
ORD00593,2025-03-13,CUST0549,West,Maharashtra,Consumer,Home Appliances,Air Cooler,Online,Debit Card,9,324.95,0.0,2924.55,0.0,2924.55,2376.61,547.94,0.1874,176.43,10,2.8
ORD00594,2023-07-23,CUST0611,North,Haryana,Corporate,Furniture,Sofa,Online,Credit Card,4,1482.46,0.15,5929.84,889.48,5040.36,3254.02,1786.34,0.3544,237.46,2,3.9
ORD00595,2024-11-28,CUST0741,West,Rajasthan,Consumer,Clothing,Jacket,Store,UPI,5,1300.36,0.05,6501.8,325.09,6176.71,3981.12,2195.59,0.3555,25.55,10,3.9
ORD00596,2022-04-19,CUST0312,Central,Chhattisgarh,Corporate,Home Appliances,Air Cooler,Online,Net Banking,6,1333.05,0.05,7998.3,399.92,7598.38,4616.49,2981.89,0.3924,94.23,3,4.2
ORD00597,2024-12-01,CUST0189,North,Punjab,Consumer,Electronics,Tablet,Store,Cash,9,1033.07,0.2,9297.63,1859.53,7438.1,4669.38,2768.72,0.3722,133.55,6,3.5
ORD00598,2025-04-24,CUST0598,Central,Madhya Pradesh,Consumer,Electronics,Laptop,Store,Credit Card,6,252.45,0.1,1514.7,151.47,1363.23,962.37,400.86,0.2941,140.12,4,3.8
ORD00599,2024-07-23,CUST0065,Central,Chhattisgarh,Small Business,Furniture,Desk,Online,UPI,9,858.62,0.0,7727.58,0.0,7727.58,5145.99,2581.59,0.3341,35.0,2,4.4
ORD00600,2023-02-02,CUST0615,West,Maharashtra,Corporate,Electronics,Tablet,Online,UPI,2,1234.84,0.15,2469.68,370.45,2099.23,1264.18,835.05,0.3978,163.23,1,3.5
ORD00601,2025-05-31,CUST0426,West,Gujarat,Consumer,Electronics,Headphones,Partner,Cash,4,72.52,0.05,290.08,14.5,275.58,211.77,63.8,0.2315,100.25,3,3.6
ORD00602,2023-09-26,CUST0624,Central,Chhattisgarh,Consumer,Electronics,Laptop,Online,Debit Card,3,751.33,0.1,2253.99,225.4,2028.59,1149.81,878.78,0.4332,73.61,4,4.8
ORD00603,2025-03-02,CUST0353,West,Gujarat,Consumer,Clothing,Jeans,Online,UPI,4,603.24,0.1,2412.96,241.3,2171.66,1683.81,487.85,0.2246,207.93,9,3.4
ORD00604,2025-04-01,CUST0945,South,Telangana,Small Business,Electronics,Tablet,Store,Credit Card,1,330.01,0.05,330.01,16.5,313.51,195.7,117.81,0.3758,43.48,9,2.9
ORD00605,2025-05-23,CUST0580,West,Maharashtra,Corporate,Office Supplies,Printer Paper,Online,UPI,2,576.7,0.0,1153.4,0.0,1153.4,788.8,364.6,0.3161,262.76,5,4.5
ORD00606,2024-01-03,CUST0137,West,Goa,Small Business,Home Appliances,Vacuum Cleaner,Online,Debit Card,4,1475.49,0.05,5901.96,295.1,5606.86,3660.65,1946.21,0.3471,271.95,5,3.1
ORD00607,2022-08-23,CUST0136,East,West Bengal,Consumer,Electronics,Headphones,Online,Net Banking,10,1089.02,0.0,10890.2,0.0,10890.2,7667.38,3222.82,0.2959,111.15,7,3.9
ORD00608,2023-10-20,CUST0314,South,Telangana,Corporate,Electronics,Tablet,Online,Net Banking,4,459.81,0.05,1839.24,91.96,1747.28,1336.52,410.75,0.2351,296.33,8,4.2
ORD00609,2024-01-21,CUST0726,West,Maharashtra,Corporate,Electronics,Tablet,Online,Debit Card,5,913.95,0.25,4569.75,1142.44,3427.31,2800.51,626.8,0.1829,132.35,3,4.5
ORD00610,2023-08-11,CUST0497,North,Punjab,Consumer,Office Supplies,Notebook,Store,UPI,9,381.28,0.1,3431.52,343.15,3088.37,1953.81,1134.56,0.3674,289.45,5,4.3
ORD00611,2024-10-29,CUST0874,Central,Madhya Pradesh,Consumer,Electronics,Laptop,Partner,Credit Card,1,922.1,0.2,922.1,184.42,737.68,516.03,221.65,0.3005,296.33,7,3.4
ORD00612,2025-01-02,CUST0753,South,Andhra Pradesh,Corporate,Electronics,Laptop,Online,Debit Card,8,1345.81,0.1,10766.48,1076.65,9689.83,6548.6,3141.23,0.3242,251.53,2,4.9
ORD00613,2024-08-11,CUST0310,North,Uttar Pradesh,Corporate,Home Appliances,Blender,Online,Debit Card,3,841.96,0.15,2525.88,378.88,2147.0,1759.92,387.08,0.1803,54.95,9,3.8
ORD00614,2023-05-07,CUST0597,South,Tamil Nadu,Corporate,Office Supplies,Stapler,Online,Credit Card,9,1104.01,0.0,9936.09,0.0,9936.09,7634.96,2301.13,0.2316,183.64,3,3.5
ORD00615,2024-07-01,CUST0560,North,Punjab,Corporate,Office Supplies,Printer Paper,Online,Net Banking,8,688.21,0.05,5505.68,275.28,5230.4,3437.48,1792.91,0.3428,224.94,7,4.6
ORD00616,2025-06-30,CUST0438,West,Gujarat,Corporate,Electronics,Headphones,Online,Credit Card,8,793.32,0.1,6346.56,634.66,5711.9,3877.0,1834.91,0.3212,41.69,9,3.4
ORD00617,2025-06-07,CUST0361,Central,Madhya Pradesh,Corporate,Office Supplies,File Folder,Online,UPI,9,1047.19,0.2,9424.71,1884.94,7539.77,4647.58,2892.19,0.3836,270.22,9,4.2
ORD00618,2025-04-12,CUST0156,West,Maharashtra,Consumer,Furniture,Desk,Partner,Net Banking,4,1221.42,0.0,4885.68,0.0,4885.68,3683.4,1202.28,0.2461,258.51,3,3.8
ORD00619,2025-04-06,CUST0613,North,Punjab,Consumer,Office Supplies,Printer Paper,Online,Cash,5,994.29,0.1,4971.45,497.14,4474.3,3481.94,992.37,0.2218,281.48,2,3.8
ORD00620,2022-06-19,CUST0962,North,Haryana,Corporate,Office Supplies,Printer Paper,Online,Net Banking,7,1466.58,0.0,10266.06,0.0,10266.06,8321.12,1944.94,0.1895,164.0,5,5.0
ORD00621,2025-11-17,CUST0366,West,Goa,Small Business,Office Supplies,Pens,Online,Credit Card,2,1232.44,0.1,2464.88,246.49,2218.39,1559.03,659.36,0.2972,110.81,5,4.1
ORD00622,2024-08-03,CUST0081,Central,Madhya Pradesh,Consumer,Clothing,Shoes,Online,Net Banking,7,1169.08,0.1,8183.56,818.36,7365.2,5384.59,1980.62,0.2689,161.78,8,2.6
ORD00623,2024-03-05,CUST0640,East,Jharkhand,Consumer,Clothing,Shoes,Partner,Debit Card,3,1269.98,0.15,3809.94,571.49,3238.45,2171.17,1067.28,0.3296,224.22,6,3.1
ORD00624,2023-09-26,CUST0671,East,West Bengal,Consumer,Clothing,Jeans,Online,Cash,6,432.6,0.0,2595.6,0.0,2595.6,1854.46,741.14,0.2855,136.54,7,4.1
ORD00625,2025-05-02,CUST0237,South,Andhra Pradesh,Consumer,Office Supplies,Pens,Partner,UPI,6,656.59,0.0,3939.54,0.0,3939.54,2537.7,1401.84,0.3558,118.49,8,3.1
ORD00626,2022-01-29,CUST0397,Central,Chhattisgarh,Consumer,Furniture,Desk,Online,Net Banking,6,853.23,0.1,5119.38,511.94,4607.44,3451.79,1155.66,0.2508,41.58,9,3.6
ORD00627,2025-04-03,CUST0059,West,Rajasthan,Corporate,Office Supplies,Stapler,Store,Credit Card,10,701.64,0.25,7016.4,1754.1,5262.3,2926.52,2335.78,0.4439,145.23,4,4.5
ORD00628,2025-12-16,CUST0237,South,Telangana,Consumer,Electronics,Tablet,Partner,UPI,2,1273.47,0.05,2546.94,127.35,2419.59,1349.37,1070.23,0.4423,130.01,5,3.9
ORD00629,2022-12-05,CUST0510,South,Andhra Pradesh,Corporate,Furniture,Bookshelf,Online,Net Banking,9,55.2,0.1,496.8,49.68,447.12,332.37,114.75,0.2566,205.72,4,4.4
ORD00630,2025-10-20,CUST0338,Central,Madhya Pradesh,Small Business,Clothing,Jacket,Online,Net Banking,8,325.63,0.1,2605.04,260.5,2344.54,1878.64,465.9,0.1987,142.85,9,4.7
ORD00631,2025-09-27,CUST0472,North,Delhi,Small Business,Home Appliances,Blender,Store,Credit Card,7,1324.33,0.0,9270.31,0.0,9270.31,6681.18,2589.13,0.2793,21.13,2,4.4
ORD00632,2023-05-15,CUST0415,South,Tamil Nadu,Consumer,Furniture,Cabinet,Online,Cash,9,102.76,0.15,924.84,138.73,786.11,586.57,199.55,0.2538,155.62,8,3.4
ORD00633,2023-05-26,CUST0289,East,Jharkhand,Corporate,Clothing,Shoes,Store,Credit Card,4,352.08,0.05,1408.32,70.42,1337.9,1033.48,304.42,0.2275,236.64,7,4.5
ORD00634,2025-09-12,CUST0374,North,Uttar Pradesh,Consumer,Furniture,Office Chair,Online,UPI,2,536.61,0.15,1073.22,160.98,912.24,590.81,321.42,0.3523,284.69,7,4.5
ORD00635,2022-08-05,CUST0309,North,Uttar Pradesh,Consumer,Furniture,Sofa,Online,UPI,4,1129.85,0.1,4519.4,451.94,4067.46,2355.83,1711.63,0.4208,74.03,8,4.0
ORD00636,2025-08-17,CUST0607,West,Goa,Corporate,Office Supplies,Stapler,Online,Credit Card,10,846.87,0.1,8468.7,846.87,7621.83,6112.21,1509.62,0.1981,138.31,1,3.5
ORD00637,2025-03-01,CUST0122,Central,Chhattisgarh,Corporate,Electronics,Tablet,Partner,Credit Card,3,1432.59,0.0,4297.77,0.0,4297.77,3452.89,844.88,0.1966,257.29,1,4.0
ORD00638,2024-12-29,CUST0347,West,Goa,Consumer,Home Appliances,Vacuum Cleaner,Online,Net Banking,2,353.39,0.2,706.78,141.36,565.42,378.44,186.99,0.3307,32.0,7,4.1
ORD00639,2025-06-29,CUST0633,Central,Chhattisgarh,Small Business,Clothing,Shoes,Online,Debit Card,2,1310.1,0.05,2620.2,131.01,2489.19,1515.01,974.18,0.3914,117.97,2,3.3
ORD00640,2025-12-09,CUST0036,East,Odisha,Small Business,Furniture,Bookshelf,Store,Credit Card,8,435.13,0.15,3481.04,522.16,2958.88,2340.29,618.6,0.2091,185.5,4,4.5
ORD00641,2023-03-21,CUST0725,West,Maharashtra,Corporate,Home Appliances,Coffee Maker,Online,Net Banking,5,379.56,0.15,1897.8,284.67,1613.13,1195.77,417.36,0.2587,115.9,6,3.8
ORD00642,2024-05-25,CUST0453,South,Telangana,Corporate,Furniture,Cabinet,Online,Net Banking,6,755.09,0.1,4530.54,453.05,4077.49,2251.68,1825.81,0.4478,157.03,5,4.0
ORD00643,2025-04-20,CUST0459,West,Goa,Consumer,Electronics,Smartphone,Online,UPI,8,120.74,0.05,965.92,48.3,917.62,531.38,386.24,0.4209,282.95,5,4.2
ORD00644,2022-06-16,CUST0226,Central,Madhya Pradesh,Corporate,Home Appliances,Microwave,Store,Credit Card,7,585.7,0.25,4099.9,1024.98,3074.92,2507.49,567.43,0.1845,26.7,6,4.1
ORD00645,2022-04-01,CUST0891,South,Tamil Nadu,Consumer,Clothing,Backpack,Store,Credit Card,7,543.18,0.05,3802.26,190.11,3612.15,2023.87,1588.28,0.4397,41.82,10,3.9
ORD00646,2023-12-15,CUST0802,South,Andhra Pradesh,Small Business,Furniture,Cabinet,Online,UPI,7,252.75,0.2,1769.25,353.85,1415.4,886.45,528.95,0.3737,75.15,7,3.4
ORD00647,2022-02-08,CUST0377,East,Odisha,Consumer,Electronics,Monitor,Online,UPI,7,1293.28,0.0,9052.96,0.0,9052.96,6319.82,2733.14,0.3019,127.77,2,4.9
ORD00648,2025-02-23,CUST0573,North,Haryana,Consumer,Home Appliances,Coffee Maker,Store,UPI,8,588.05,0.05,4704.4,235.22,4469.18,2680.51,1788.67,0.4002,151.82,4,4.8
ORD00649,2022-06-22,CUST0188,North,Punjab,Corporate,Furniture,Sofa,Store,Net Banking,1,1473.15,0.0,1473.15,0.0,1473.15,902.53,570.62,0.3873,30.27,7,4.6
ORD00650,2023-10-15,CUST0752,West,Maharashtra,Consumer,Furniture,Desk,Online,Debit Card,3,1351.07,0.0,4053.21,0.0,4053.21,2615.54,1437.67,0.3547,267.12,5,4.0
ORD00651,2024-01-24,CUST0003,Central,Madhya Pradesh,Consumer,Clothing,Jeans,Online,Credit Card,1,304.29,0.05,304.29,15.21,289.08,180.03,109.05,0.3772,232.41,10,4.3
ORD00652,2025-05-28,CUST0006,South,Tamil Nadu,Consumer,Electronics,Headphones,Online,Cash,8,765.11,0.0,6120.88,0.0,6120.88,4694.14,1426.74,0.2331,95.04,9,3.4
ORD00653,2024-12-17,CUST0404,North,Haryana,Small Business,Office Supplies,File Folder,Store,UPI,2,908.68,0.25,1817.36,454.34,1363.02,933.77,429.25,0.3149,91.9,6,4.0
ORD00654,2023-04-21,CUST0772,North,Delhi,Consumer,Furniture,Office Chair,Partner,UPI,7,1231.16,0.15,8618.12,1292.72,7325.4,4580.04,2745.36,0.3748,27.16,4,3.0
ORD00655,2023-04-01,CUST0613,Central,Madhya Pradesh,Consumer,Home Appliances,Coffee Maker,Online,Cash,6,1330.18,0.0,7981.08,0.0,7981.08,5064.28,2916.8,0.3655,131.76,10,3.6
ORD00656,2024-04-08,CUST0309,East,West Bengal,Consumer,Clothing,Jeans,Online,Cash,1,941.67,0.05,941.67,47.08,894.59,501.65,392.94,0.4392,91.25,4,4.3
ORD00657,2024-06-13,CUST0359,South,Karnataka,Consumer,Clothing,T-Shirt,Online,UPI,6,67.17,,403.02,60.45,342.57,192.98,149.59,0.4367,193.16,3,4.6
ORD00658,2025-10-16,CUST0839,East,Bihar,Consumer,Furniture,Bookshelf,Online,Debit Card,9,729.7,0.05,6567.3,328.36,6238.94,4640.74,1598.2,0.2562,173.41,6,3.4
ORD00659,2024-10-21,CUST0958,South,Andhra Pradesh,Corporate,Furniture,Bookshelf,Online,Cash,3,1328.93,0.15,3986.79,598.02,3388.77,1967.13,1421.64,0.4195,288.0,8,3.5
ORD00660,2023-01-22,CUST0508,East,Bihar,Consumer,Furniture,Cabinet,Partner,UPI,7,1075.42,0.1,7527.94,752.79,6775.15,4596.7,2178.45,0.3215,242.67,1,4.2
ORD00661,2022-12-14,CUST0465,Central,Chhattisgarh,Consumer,Office Supplies,File Folder,Online,Debit Card,4,1307.16,0.15,5228.64,784.3,4444.34,3455.21,989.14,0.2226,42.64,2,2.9
ORD00662,2022-07-09,CUST0678,East,Bihar,Consumer,Furniture,Office Chair,Store,UPI,1,1016.01,0.1,1016.01,101.6,914.41,593.89,320.52,0.3505,217.2,4,4.9
ORD00663,2023-05-20,CUST0676,West,Gujarat,Consumer,Electronics,Laptop,Online,Debit Card,7,80.39,0.1,562.73,56.27,506.46,325.83,180.63,0.3566,49.99,7,3.5
ORD00664,2025-04-29,CUST0802,South,Tamil Nadu,Consumer,Home Appliances,Coffee Maker,Store,Net Banking,1,1452.49,0.05,1452.49,72.62,1379.87,1084.19,295.67,0.2143,110.46,2,3.9
ORD00665,2025-10-24,CUST0518,West,Rajasthan,Corporate,Furniture,Desk,Online,UPI,4,1378.26,0.05,5513.04,275.65,5237.39,4103.54,1133.84,0.2165,175.4,10,4.4
ORD00666,2025-12-03,CUST0999,West,Goa,Consumer,Office Supplies,Pens,Online,Net Banking,9,202.97,0.0,1826.73,0.0,1826.73,1438.8,387.93,0.2124,158.8,8,3.9
ORD00667,2024-04-03,CUST0384,North,Punjab,Consumer,Home Appliances,Microwave,Partner,Net Banking,5,182.35,0.1,911.75,91.18,820.58,578.03,242.55,0.2956,214.13,3,3.8
ORD00668,2024-07-17,CUST0962,East,Odisha,Corporate,Clothing,Jeans,Online,Net Banking,7,815.53,0.1,5708.71,570.87,5137.84,4146.86,990.98,0.1929,246.81,2,4.3
ORD00669,2024-07-22,CUST0914,South,Tamil Nadu,Consumer,Furniture,Cabinet,Store,UPI,7,1139.22,0.15,7974.54,1196.18,6778.36,5226.93,1551.43,0.2289,252.23,7,3.7
ORD00670,2025-02-14,CUST0490,West,Rajasthan,Corporate,Home Appliances,Air Cooler,Partner,Net Banking,3,582.53,0.05,1747.59,87.38,1660.21,1099.43,560.78,0.3378,36.33,10,4.2
ORD00671,2022-05-14,CUST0539,South,Andhra Pradesh,Consumer,Clothing,T-Shirt,Online,Debit Card,8,217.53,0.1,1740.24,174.02,1566.22,1127.64,438.57,0.28,199.66,9,4.0
ORD00672,2022-02-27,CUST0551,Central,Madhya Pradesh,Consumer,Office Supplies,Stapler,Store,Credit Card,1,773.18,0.0,773.18,0.0,773.18,450.67,322.51,0.4171,289.19,4,3.3
ORD00673,2023-11-16,CUST0489,North,Delhi,Small Business,Electronics,Smartphone,Store,Net Banking,4,516.29,0.1,2065.16,206.52,1858.64,1298.93,559.71,0.3011,231.41,2,4.7
ORD00674,2023-11-03,CUST0307,West,Goa,Consumer,Furniture,Bookshelf,Partner,UPI,10,537.38,0.15,5373.8,806.07,4567.73,2836.79,1730.94,0.3789,165.57,9,3.8
ORD00675,2022-06-22,CUST0275,West,Gujarat,Small Business,Electronics,Smartphone,Store,Credit Card,4,972.8,0.15,3891.2,583.68,3307.52,2072.35,1235.17,0.3734,299.59,10,4.3
ORD00676,2024-03-25,CUST0608,West,Rajasthan,Corporate,Office Supplies,Pens,Online,Credit Card,2,1330.13,0.2,2660.26,532.05,2128.21,1242.75,885.45,0.4161,32.31,5,3.5
ORD00677,2025-03-18,CUST0856,South,Telangana,Corporate,Home Appliances,Blender,Store,Credit Card,6,844.51,0.25,5067.06,1266.76,3800.29,2457.7,1342.59,0.3533,44.68,10,2.8
ORD00678,2022-03-21,CUST0162,East,Jharkhand,Small Business,Home Appliances,Microwave,Store,Net Banking,1,1036.09,0.15,1036.09,155.41,880.68,598.84,281.84,0.32,235.08,7,4.6
